class,subclass,dataset,text,minimalpair,length in words,word length,length in characters,average concreteness,average AoA,Flan-T5-xxl perplexity,GPT2-xl perplexity,GPT2-base perplexity,Flan-T5-base perplexity,XLNet-base-cased perplexity,OPT-125m perplexity,XLNet-large-cased perplexity,OPT-13b perplexity,OPT-13b recognition,Flan-T5-xxl recognition,GPT2-xl recognition,XLNet-large-cased recognition,Average word frequency
3,Implicit reference,CLAIRE,* It is better to teach him things at a young age. ,563,12,3.25,51,2.547922319,6.967451361,48.81961092,35.44044495,43.08897018,76.51579838,69.50676727,36.92448192,21.09177589,31.30225255,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.10402849
3,Implicit reference,CLAIRE,"* While these methods can help you learn to stop sucking your thumb, they may not be long - term solutions. ",564,21,4.142857143,108,2.90274294,6.817597642,32.14064356,44.72467804,96.37532043,96.78487113,11.44343948,61.85226424,7.345540524,25.58615444,Correct-A,Correct-A,Correct-B,Incorrect-Neither,0.055707952
3,Implicit reference,CLAIRE,2. Wait quietly inside the refrigerator until someone comes to open the door. ,565,13,5.0,78,2.746830836,7.047285641,72.36426007,48.52722168,77.33417511,97.51447976,14.16688919,57.27572204,10.37959957,40.79686701,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.196135165
3,Implicit reference,CLAIRE,6. Remove the spatula from the oven. ,566,7,4.285714286,37,2.681257267,7.532798743,49.2992176,30.26808357,32.53400803,95.18014421,18.37878036,42.19260458,48.64378738,49.07738239,Incorrect-A,Correct-B,Incorrect-A,Incorrect-A,0.299801052
3,Implicit reference,CLAIRE,"There are flights from all of the big cities in north like Bangalore, Delhi, Jaipur, Kolkata, Mumbai, and Hyderabad. ",567,19,5.157894737,117,2.668758032,7.82077593,26.98035567,14.58810616,19.42160034,32.44107706,12.30838966,13.17360703,15.5285511,12.96893629,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.149018394
3,Implicit reference,CLAIRE,The cooling process that occurs during shaking will also cause Boston shakers to form a solid seal between the glass and metal cups ( metal contracts on glass surfaces as it cools ). ,568,33,4.545454545,183,3.014133413,7.616870418,66.49364382,109.6314697,110.9402771,156.3336361,3.690185785,145.1933706,4.645273685,78.12031523,Correct-B,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.095377118
3,Implicit reference,CLAIRE," t: As the picture shows, a jaguar's rosettes are much larger than a leopard's. ",569,14,4.642857143,80,2.533133479,7.98969511,31.26817995,26.09518814,28.04597473,37.53943424,4.637131691,46.91687722,5.837579727,27.52082076,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.137792617
3,Implicit reference,CLAIRE,4. Point your index at your target. ,570,7,4.142857143,36,2.76411441,7.589868457,332.3005433,114.8016663,194.3684082,679.7646501,12.72727013,104.996132,153.7684784,65.16097907,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.041028008
3,Implicit reference,CLAIRE,5. Call the person again and ask the person those questions. ,571,11,4.545454545,61,2.706254625,6.232643109,85.36861855,58.6528244,81.57980347,163.4751663,8.32926178,42.2354899,17.96903038,53.07550117,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.236136186
3,Implicit reference,CLAIRE,You only want to mix the powder just enough so that the ingredients are moistened. ,572,15,4.533333333,83,2.355502261,6.369186347,32.44356768,30.84934616,57.85696793,53.94545544,9.095867157,45.75472735,10.23481274,31.45925686,Correct-A,Correct-B,Incorrect-A,Incorrect-Neither,0.191313772
3,Implicit reference,CLAIRE,"Squeeze out as much air in the refriger as possible, then seal the bag closed. ",573,15,4.266666667,79,2.677671189,6.407119418,46.67534966,32.81723785,89.63861084,52.01289114,5.810073853,76.82732443,7.928587437,39.12291941,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.175239375
3,Implicit reference,CLAIRE,"Whenever you sit down, elevate your legs to keep blood in your veins from pooling. ",574,15,4.533333333,83,3.054755652,6.767821556,31.04441262,32.65108109,60.88073349,45.00801829,8.298624992,52.75628876,13.12932014,20.98196008,Correct-A,Correct-B,Correct-A,Correct-A,0.087119756
3,Implicit reference,CLAIRE,It costs $ 105 to register the form for your ISP. ,575,11,3.545454545,50,2.651030435,7.966852303,90.54340367,219.2263489,237.5140381,89.47126079,11.72210693,103.2472344,158.0814362,170.5382152,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.171880422
3,Implicit reference,CLAIRE,9. Click the key in the tab. ,576,7,3.142857143,29,2.836971553,6.8904206,268.5419359,114.972702,103.4751358,299.4337915,10.03699684,86.30957814,14.46786976,114.7292141,Incorrect-A,Correct-B,Correct-B,Incorrect-Neither,0.338888166
3,Implicit reference,CLAIRE,6. Throw the canisters at the target. ,577,7,4.428571429,38,2.439295404,8.000665467,101.1039733,81.81611633,86.04641724,159.1942418,10.47596836,63.51194199,31.54335976,75.07868962,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.299780518
3,Implicit reference,CLAIRE,5. Remove the silver from the oven. ,578,7,4.142857143,36,2.618400124,7.374227315,132.5682803,60.14451599,63.65978241,190.0079704,11.84345913,64.48645933,63.3326683,70.89665946,Correct-A,Correct-A,Incorrect-B,Correct-A,0.30025549
3,Implicit reference,CLAIRE,"Not only is this a recipe for a giant mess, it also makes it harder to distribute the oils consistently. ",579,20,4.25,105,2.490066739,7.121153474,24.83956214,26.29453278,39.2781105,33.58955753,7.146828651,29.07722731,8.764829636,20.87427863,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.160727721
3,Implicit reference,CLAIRE,2. Rub the chrome powder across the metal with the applicator. ,580,11,4.727272727,63,2.963527352,6.820061655,107.0807294,72.76199341,153.2224579,119.306333,7.359635353,84.99043649,9.281438828,81.49850673,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.285863671
3,Implicit reference,CLAIRE,* Streamlining your arms will help reduce water resistance while you propel yourself forward. ,581,14,5.714285714,94,3.167057205,7.0894963,122.7011823,128.7736359,193.6401825,203.4621018,15.05912209,108.8851644,21.92175102,74.03025618,Correct-A,Correct-B,Incorrect-B,Incorrect-Neither,0.023500747
3,Implicit reference,CLAIRE,"* Also, if you live a dry climate, you will need to water your grass more often. ",582,17,3.764705882,81,2.994415755,5.905188251,24.96447855,23.02677536,30.36216545,32.32982106,4.592441559,24.11615796,5.951495647,18.83653635,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.086600683
3,Implicit reference,CLAIRE,"* If a rash or irritation occurs on the area of application of the deodorant, stop using that deodorant immediately. ",583,20,4.85,117,2.768880087,7.14729437,17.27279596,16.88685799,27.27344322,25.94666169,3.800682068,26.40982866,4.551454544,18.30749403,Correct-A,Correct-A,Correct-A,Incorrect-Neither,0.199229199
3,Implicit reference,CLAIRE,"* Feed 3 pounds a diet that is low in fermentable ingredients, such as grain or soy. ",584,17,4.0,85,2.618682455,8.127664914,73.73706855,62.00851059,94.23823547,90.67859738,8.011603355,89.76851887,7.736421108,62.44784343,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.079178525
3,Implicit reference,CLAIRE,"It's important to face this problem head - on with your life, as soon as possible. ",585,16,4.1875,83,2.646566739,6.342924454,29.83912995,31.21353149,43.94833755,24.29467792,6.757777214,24.09347441,5.988014221,23.21212515,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.079457985
3,Implicit reference,CLAIRE,9. Bake the cake for 25 to 30 minutes. ,586,9,3.333333333,39,2.733481643,7.84271126,51.89526597,19.69372368,30.87916946,110.9367848,17.09476471,46.27004749,52.90488052,42.98609346,Correct-A,Correct-A,Incorrect-A,Incorrect-A,0.198016403
3,Implicit reference,CLAIRE,19. Say bad things about the person you are sending the twe to. ,587,13,3.923076923,64,2.70394883,7.834197806,118.8532725,131.6071472,194.0911102,135.6682431,8.348073006,128.5617165,7.357238293,100.8543125,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.177227908
3,Implicit reference,CLAIRE,6. Cut the plate off the ball with a wire tool. ,588,11,3.363636364,48,2.973527352,5.797047655,169.1496046,73.77202606,83.5800705,193.5815576,11.34026623,80.76509009,36.91464233,79.23895189,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.231534029
3,Implicit reference,CLAIRE,Do not scrub the abra. ,589,5,3.6,23,2.688506783,7.714329427,248.851584,259.6894226,545.2400513,152.0671972,29.38747978,214.2631951,1160.537109,129.5778235,Incorrect-A,Correct-B,Correct-A,Incorrect-Neither,0.222816331
3,Implicit reference,CLAIRE,Allow the pie to cool slightly before serving. ,590,8,4.875,47,2.656566739,6.469914642,45.10223616,17.47956848,42.54270935,78.50950796,25.43257523,77.16255989,100.1442566,35.93621727,Correct-A,Correct-B,Correct-A,Incorrect-Neither,0.192612613
3,Implicit reference,CLAIRE,* Dip the mug or bowl in the toilet or use the spray hose. ,591,14,3.214285714,59,2.982771491,5.7267068,105.8723189,155.682724,211.4180603,100.8317122,15.08651257,108.3437898,20.87607002,107.265215,Incorrect-A,Correct-B,Correct-A,Incorrect-Neither,0.258830557
3,Implicit reference,CLAIRE,3. Ask the patient about laser therapy. ,592,7,4.714285714,40,2.758400124,8.253515315,275.0839701,130.7151031,133.1650848,267.745108,13.43099594,74.83300117,48.27822113,139.038456,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.150937789
3,Implicit reference,CLAIRE,"It can seem hard to control your emotions too, so how do you do it? ",593,15,3.533333333,68,2.657004522,6.454188485,33.31273386,24.10729408,28.98841858,36.07207699,5.357985497,23.70284432,6.275472641,21.6324691,Correct-A,Correct-B,Incorrect-A,Incorrect-Neither,0.063300128
3,Implicit reference,CLAIRE,Work your way up and down the list. ,594,8,3.5,36,2.635316739,5.986867017,51.29083901,28.85180664,20.45790672,37.04215149,53.87178421,27.71052739,821.8162842,22.00867872,Incorrect-A,Correct-A,Correct-B,Incorrect-Neither,0.213734763
3,Implicit reference,CLAIRE,Bake the whole for 1 hour at 325 ° F ( 163 ° C ). ,595,15,2.333333333,50,2.789511305,9.009988178,19.26308711,40.32653046,73.01756287,37.69087922,7.394744873,77.09521952,10.82751465,41.95181597,Incorrect-A,Correct-B,Incorrect-B,Correct-A,0.090814489
3,Implicit reference,CLAIRE,6. Enroll the pups in an obedience program. ,596,8,4.5,44,2.540633479,8.899907917,82.5586846,56.00402451,159.6254578,176.3507415,3.950267792,124.6997267,15.36623383,47.68487436,Incorrect-A,Correct-B,Incorrect-A,Incorrect-Neither,0.179009886
3,Implicit reference,CLAIRE,"To calculate how many boards you will need for this project, draw a grid on a piece of paper that represents the dimensions of your ceiling. ",597,26,4.423076923,141,2.666446221,6.427317977,13.06360267,13.09840202,23.36902237,31.67719191,4.42431879,23.22170683,4.70227623,13.50981157,Correct-A,Correct-B,Incorrect-A,Incorrect-Neither,0.152742088
3,Implicit reference,CLAIRE,"* If you already wear eyeglasses, the best option is sunglasses that fit over your glasses, blocking both the front and sides of your eyeballs from the sun. ",598,28,4.607142857,157,2.583842919,7.068977667,17.89511344,20.07880592,26.5549984,28.32645725,3.485643148,24.38166569,7.599077225,16.70370308,Correct-A,Correct-A,Incorrect-Neither,Incorrect-A,0.176758685
3,Implicit reference,CLAIRE,5. Observe the stones at night. ,599,6,4.333333333,32,2.607511305,8.670151878,115.9759868,86.91080475,107.4682617,161.7614938,5.116342545,70.68642701,78.06639862,94.35018973,Correct-A,Correct-A,Incorrect-Neither,Correct-A,0.183164708
3,Implicit reference,CLAIRE,"Spore Burst is the fungus' special ability, and can make spreading the fungus to other countries much easier. ",600,18,5.111111111,110,2.567644541,7.602219752,49.37140377,57.81317139,127.5789413,86.42769319,4.377301693,105.7269748,8.065131187,50.90130119,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.190479657
3,Implicit reference,CLAIRE,2. Click the tab in the tab. ,601,7,3.142857143,29,2.729828696,7.711849172,193.1620165,120.750618,103.238472,212.6031861,13.72739983,46.70612947,47.83299255,85.98797151,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.338160262
3,Implicit reference,CLAIRE,6. Give a signal a cold kiss. ,602,7,3.285714286,30,2.819828696,7.058123886,283.255532,271.535675,290.960968,237.6444393,22.79689026,283.9630835,21.22663689,328.0070265,Incorrect-A,Correct-A,Incorrect-B,Incorrect-Neither,0.112639805
3,Implicit reference,CLAIRE," interview: “ I ’d love a job that combines the academic experience with financial management, which is why I ’m excited about this office manager position. ” ",603,27,4.851851852,159,2.613338358,7.581070022,36.78179856,73.44756317,97.55568695,46.18539101,3.527827978,43.74952555,6.537754536,33.46814629,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.080153107
3,Implicit reference,CLAIRE,4. Spend some time with them today relaxing before and after each exam. ,604,13,4.538461538,72,2.501446221,6.622878785,116.9922682,102.3108292,73.88880157,136.3330857,14.22153378,73.13010703,52.60502625,78.00953585,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.064109524
3,Implicit reference,CLAIRE,3. Play the G string while sliding your finger up and down the groove. ,605,14,4.071428571,71,2.942504845,6.780171596,126.5262517,58.51189423,69.97225952,175.2338702,12.34585571,50.43913225,22.22516823,33.15768735,Correct-A,Correct-A,Incorrect-A,Incorrect-A,0.193545996
3,Implicit reference,CLAIRE,* ( heirloom ) Choose the jewel that the Morroc Jewel Merchant does not sell. ,606,15,4.2,78,2.780009044,8.818309174,355.2503533,221.5852509,255.5174255,417.4287554,6.881507874,431.2936369,18.26241684,260.5351909,Incorrect-A,Correct-A,Correct-B,Correct-B,0.151683972
3,Implicit reference,CLAIRE,"* To remove items that have been glued on, reheat the rest with a hair dryer. ",607,16,3.875,78,2.699458424,7.403023279,42.20151824,38.51623535,46.21315765,65.83539627,5.132892609,67.4756773,8.48576355,36.89056889,Correct-A,Incorrect-B,Incorrect-A,Incorrect-Neither,0.111951554
3,Implicit reference,CLAIRE,8. Freeze the bottle if necessary. ,608,6,4.833333333,35,2.773133479,7.650391034,125.9746317,90.99010468,96.24563599,140.5093277,11.95030785,102.0161983,283.9082642,175.4977778,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.17500868
3,Implicit reference,CLAIRE,5. Turn off the kettle and strain the extract into a storage container. ,609,13,4.538461538,72,2.678369298,7.237347785,88.36642082,27.85854149,54.5840416,121.3679323,8.816736221,73.62674696,18.77273369,53.92143532,Incorrect-A,Correct-B,Correct-B,Incorrect-Neither,0.230042358
3,Implicit reference,CLAIRE,"The one exception to this is if a pawn has made the intial move of two spaces and has skipped over a space attacked by one of the opponent's pawns, on the next move the opponent may take the pawn with the chess as if it had moved one space. ",610,50,3.82,241,2.554578731,6.631979419,16.24844942,22.25152016,28.08184624,31.3010361,2.704390764,39.01346382,5.569124222,22.75190886,Incorrect-A,Correct-B,Incorrect-A,Incorrect-Neither,0.209705396
3,Implicit reference,CLAIRE,3. Press your palm against your abdomen. ,611,7,4.857142857,41,2.925542982,7.8816446,128.5212016,50.80120468,101.9528351,235.4568865,10.59376335,72.92156162,239.0283203,67.35519343,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.026670526
3,Implicit reference,CLAIRE,Allow the skim coat to dry completely before painting the drywall. ,612,11,5.090909091,67,2.882957629,6.560343837,58.77648811,49.8811264,69.7509613,54.06581974,28.69822693,101.076208,114.9972076,36.84273537,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.231010113
3,Implicit reference,CLAIRE,"Here are a few simple guidelines, which should help you to sculpt a human being as realistically as possible. ",613,19,4.789473684,110,2.32467373,7.117528706,21.57427714,24.88495064,28.35793304,20.68398189,4.41982317,41.64062058,5.74253273,24.60873341,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-A,0.096997537
3,Implicit reference,CLAIRE,1. Decide to convert the i. ,614,6,3.666666667,28,2.469800145,8.590937034,112.0269013,257.5762329,250.4096069,166.1061479,11.39109325,137.9865162,45.067173,190.5865333,Correct-A,Correct-B,Correct-B,Incorrect-Neither,0.254259446
3,Implicit reference,CLAIRE,5. Bake the sugar in the oven for 7 - 9 minutes. ,615,12,3.083333333,49,2.962300145,7.6384797,48.23788208,31.58535194,32.66135788,81.04574993,11.94052696,32.79223331,14.24382401,41.69539901,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.21869879
3,Implicit reference,CLAIRE,* Bend your thumb under the knuckle and try to touch the base of your smallest finger. ,616,17,4.117647059,87,2.809709872,6.147714722,25.29200405,31.80072594,48.4012146,45.0753289,42.6010437,46.68450913,6.752924442,31.26963369,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.226913128
3,Implicit reference,CLAIRE,"At the same time, cup your hands and scull them back and forth in a v.. ",617,16,3.5,72,2.741958424,6.542745704,36.94305314,77.23327637,90.39414215,46.38312736,5.589731216,76.79135815,8.373951912,44.31190285,Correct-A,Correct-A,Correct-A,Incorrect-Neither,0.189071704
3,Implicit reference,CLAIRE,"Then, you can spray the paint into the box to spray paint the item and this will reduce the chances that paint will end up on nearby surfaces. ",618,28,4.107142857,143,3.056385745,5.699562972,28.62363537,33.57669067,40.16758728,40.94665088,5.57253027,44.32142274,8.44329834,28.62858349,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.211706964
3,Implicit reference,CLAIRE,Remove all ingredients from the heat. ,619,6,5.333333333,38,2.628755652,6.893076856,161.7529321,48.5513382,101.2642975,153.1488336,108.4094238,119.6881605,447.3537598,100.2683483,Correct-A,Correct-A,Correct-B,Incorrect-Neither,0.197751194
3,Implicit reference,CLAIRE,"* Instead of using regular paper, get a piece of sandpaper to rub the pencil on, so you can get dust without having to waste as much of the pencil. ",620,30,3.933333333,148,2.731128957,6.272586982,30.68434367,35.23667145,50.53166962,34.39112865,3.880318403,35.4780239,6.427506447,20.90598011,Incorrect-A,Correct-A,Incorrect-B,Incorrect-Neither,0.185085773
3,Implicit reference,CLAIRE,"7. Slowly, as if rolling over a large fit ball, roll over and smack your hand on the floor to slow your fall and remove the momentum from the momentum  ",621,30,4.033333333,152,2.687960029,5.837719142,39.27857995,67.11234283,76.48960876,69.17130396,4.285055637,77.53629542,8.564965248,46.80851096,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.189693947
3,Implicit reference,CLAIRE,5. Continue to tie the tulle strips around the table until the elastic is full. ,622,15,4.333333333,80,2.622755652,7.541277822,63.56565974,54.70348358,79.83465576,110.5348492,4.877072811,107.2212879,7.60953474,70.14510364,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.249938322
3,Implicit reference,CLAIRE,It also protects the cards from possible bends and creasing. ,623,10,5.1,61,2.336133479,8.195313234,39.62560681,114.597229,247.6999207,79.54749125,8.879232407,92.07017516,46.75825119,45.62822982,Correct-A,Correct-A,Correct-A,Incorrect-Neither,0.169778651
3,Implicit reference,CLAIRE,4. Move the patties over to the low - heat side once they’re browned on the grill. ,624,17,3.882352941,83,2.726698159,7.188517498,45.44265999,89.57273102,166.3274384,94.28057141,6.489284992,34.34606105,7.763242245,26.9593742,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.219271594
3,Implicit reference,CLAIRE,The gate control theory of pain suggests that applying pressure and stimulation to another area can distract you from your throbbing and actually alleviate some of the pain. ,625,28,5.214285714,174,2.57089528,6.787038581,65.88884844,73.57842255,90.65987396,98.21684649,5.491595268,87.64112832,7.986105442,33.24127365,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.155966723
3,Implicit reference,CLAIRE,* It ’s always a good idea to feed the animals after pruning. ,626,13,3.769230769,62,2.37471806,7.058564411,61.89306715,93.9247818,74.99106598,65.83505095,11.97407913,37.08352384,6.880617142,53.9846461,Incorrect-A,Correct-B,Correct-B,Incorrect-Neither,0.15099358
3,Implicit reference,CLAIRE,4. Attach the strands of bands to the corners of the backpack the same way you attached the bands together. ,627,20,4.4,108,2.528693435,7.085446077,44.97396106,31.10684776,44.29401016,80.40266246,9.456626892,42.82976828,10.95292377,38.83900481,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.340897478
3,Implicit reference,CLAIRE,Use common sense when deciding how much salt to add to the coin. ,628,13,4.0,65,2.372984682,6.421227092,40.12110075,40.90822601,58.80396271,25.32879017,20.94820023,42.95200961,96.96562958,50.56607791,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.164433749
3,Implicit reference,CLAIRE,"You can also construct an arrowhead from metal, stone, glass, or bone and attach it to the arrow's tip by notching the wood, inserting the arrowhead into the skin, and then lashing the arrowhead to the wood with some sort of string or cord. ",629,44,4.477272727,241,2.687560672,7.021213546,13.17208382,14.27572155,22.82705879,21.2681254,2.494211912,25.93596183,3.87785697,12.98801271,Correct-A,Correct-B,Incorrect-A,Incorrect-A,0.220100861
3,Implicit reference,CLAIRE,5. Continue to fold each fold back and forth. ,630,9,4.111111111,46,2.977644541,6.853389578,124.1345221,43.36123276,74.5476532,203.7633723,17.21278381,83.07466014,11.0898037,114.4564953,Correct-A,Correct-B,Incorrect-B,Correct-A,0.124807656
3,Implicit reference,CLAIRE,"If you find the owner ’s number on the owner, call them as soon as possible and let them know where you found the dog. ",631,25,3.76,119,2.534202713,5.903971651,27.11530099,31.22733879,45.11844254,24.53273023,4.59100771,18.37725026,4.40844202,16.5899426,Incorrect-A,Incorrect-B,Incorrect-Neither,Incorrect-A,0.172617837
3,Implicit reference,CLAIRE,8. Let the bleach sit on the sink for the suggested amount of time. ,632,14,3.857142857,68,2.857504845,6.533122519,70.52842201,29.37251854,39.00543594,114.4734155,13.22163963,49.2936701,11.14526272,31.36236527,Correct-A,Correct-B,Incorrect-Neither,Correct-A,0.285257996
3,Implicit reference,CLAIRE,If you're doing a reading for yourself ask the angels your question. ,633,12,4.75,69,2.692922319,7.008488945,59.11112435,96.43798065,130.1934509,67.85809393,15.58691216,80.76855623,18.88602448,30.22773355,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.146113414
3,Implicit reference,CLAIRE,6. Click the link in the tab. ,634,7,3.285714286,30,2.628400124,7.798992029,143.9830477,59.33939362,58.4222374,145.7810345,8.506126404,41.21292445,6.670886517,62.28475721,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.339527495
3,Implicit reference,CLAIRE,6. Click or tap the button. ,635,6,3.666666667,28,2.758133479,7.827908034,128.647324,69.33757782,57.86447144,146.2173988,15.09746552,56.74221287,763.8485718,93.51289011,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.185431223
3,Implicit reference,CLAIRE,You want the affected area to be soaked with hydrogen peroxide. ,636,11,4.818181818,64,2.489321265,7.566150297,34.8708501,53.95422745,86.8288269,51.4631733,15.94933701,41.73738091,53.97437668,20.8034347,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.162715898
3,Implicit reference,CLAIRE,An ordered pair is written in the form formula_1 and gives you the coordinates for the point on the graph. ,637,20,4.35,107,2.679066739,7.150017227,52.12433269,61.10922241,76.58676147,84.7904707,2.826841116,78.17363912,12.30541706,45.63348449,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.285216993
3,Implicit reference,CLAIRE,"Breathe in very slowly, hold the cup for a couple of seconds and then let the breath out very slowly. ",638,20,4.1,102,2.527253391,5.810415863,19.92888318,12.49635029,27.9773407,24.15360055,8.659029961,19.00389984,9.679998398,12.94352922,Incorrect-A,Correct-B,Incorrect-Neither,Correct-A,0.211872081
3,Implicit reference,CLAIRE,It ’s important to use soap to get all the residue of the oil off your body. ,639,17,3.529411765,77,2.653458875,5.90439713,29.53137402,67.06684875,120.4710541,39.53630607,9.732390404,41.0394992,16.64323997,21.93206046,Correct-A,Correct-B,Correct-B,Incorrect-Neither,0.227890481
3,Implicit reference,CLAIRE,life: Feel as if your life is totally boring and without excitement? ,640,12,4.75,69,2.149900073,7.734565111,71.56492555,63.68592453,124.0512695,86.5129615,8.63090229,165.977093,16.41871071,76.08992431,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.085400569
3,Implicit reference,CLAIRE,"Enjoy the day! Clean the cage on a regular basis, keep the food and water dishes clean and full, and handle your bird whenever possible, and you'll have a wonderful pet for many years. ",641,34,4.441176471,185,2.733717724,6.179275018,21.18969455,16.87698174,41.47498703,27.31456984,4.15093565,42.34288893,7.585788727,13.26409282,Correct-A,Correct-B,Correct-B,Incorrect-Neither,0.19576273
3,Implicit reference,CLAIRE,For better results repeat the task daily. ,642,7,5.0,42,2.598400124,7.881617457,198.6227125,265.3346252,639.6531372,348.2989627,17.18153191,185.3786825,358.732666,114.8180382,Correct-A,Correct-A,Correct-A,Correct-A,0.145837344
3,Implicit reference,CLAIRE,It can be helpful to turn the plant over so you can see the root system when you’re cutting the petals. ,643,21,3.952380952,104,2.859466708,5.969321394,30.20331939,41.929039,62.71034622,39.42474457,6.746718884,24.04071886,11.81075573,16.86154076,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.190429703
3,Implicit reference,CLAIRE,4. Give yourself a timetable for changes to happen in your life. ,644,12,4.416666667,65,2.700422319,6.984488689,47.27710653,36.31542206,64.01852417,49.27210893,6.277084827,37.7881544,13.61416721,34.95352118,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.136516594
3,Implicit reference,CLAIRE,1. Remove # # from your loom board. ,645,8,3.5,36,2.986416848,9.040392167,436.983526,252.3337555,212.5895996,341.8198448,11.83249187,115.5617998,172.649704,208.8684954,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.023490716
3,Implicit reference,CLAIRE,3. Flip your hair upside down and put the powder in your hair. ,646,13,3.846153846,63,2.936061605,6.255636944,57.18937458,35.07099533,56.56319046,101.8572527,5.769296169,33.07869588,15.40520191,30.06225755,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.163409453
3,Implicit reference,CLAIRE,Most people do not know how much formula should be given to a newborn kitten and often end up overfeeding the kitten. ,647,22,4.363636364,118,2.622218221,6.167938379,25.31246033,23.5259304,44.92885208,42.19189037,5.217540264,34.98368504,4.347279072,19.60511966,Correct-A,Correct-B,Incorrect-Neither,Incorrect-A,0.130920446
3,Implicit reference,CLAIRE,"While it can be tempting to throw things on top of the hutch in an effort to decorate the hutch, that can be a bit too much. ",648,27,3.62962963,125,2.629817327,6.282387494,15.06269123,16.52266121,20.80348969,21.18492598,4.500210762,20.36838543,7.280758858,15.18015981,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.193653346
3,Implicit reference,CLAIRE,Pressing down on the mash will help squeeze out any juice that is still trapped inside the tomatoes. ,649,18,4.611111111,101,2.852362995,6.316509793,48.10447352,55.24149704,81.19494629,76.89901421,6.445631504,66.32030799,5.824189186,31.51471917,Correct-A,Correct-A,Correct-A,Incorrect-Neither,0.149022549
3,Implicit reference,CLAIRE,Be careful not to rip the paper. ,650,7,3.714285714,33,2.397504845,6.431917591,51.93354914,42.2646637,129.7639313,41.75653096,151.616272,39.7104698,500.9450684,30.09045299,Correct-A,Correct-A,Correct-A,Incorrect-Neither,0.234203594
3,Implicit reference,CLAIRE,Be absolutely positive you wish to leave this place. ,651,9,4.888888889,53,2.509170435,6.643897904,76.20350066,80.01889038,127.5791855,150.6832022,9.741931915,84.71223193,53.73245239,58.34634475,Incorrect-A,Correct-B,Incorrect-A,Incorrect-Neither,0.089265552
3,Implicit reference,CLAIRE,* Bring your identifying notes about the child to the station so the police can create a comprehensive missing person ’s entry. ,652,22,4.818181818,128,2.783981897,7.102231249,105.7585894,198.4015045,270.6138,124.6233421,3.980610371,117.0194393,7.257319927,87.47604417,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.189631691
